Symbol,Name,Industry,IndustryCode
ODT,Odonate Therapeutics Inc,제약,562010
VREX,Varex Imaging Corp,헬스케어 장비 및 용품,561010
PRTS,Carparts.Com Inc,전문품 상점,534030
IMXI,International Money Express Inc,전문 및 상업 서비스,522030
USLM,United States Lime & Minerals Inc,건축 자재,512020
AGCUU,Altimeter Growth Corp,기타 금융업,556010
PSTX,Poseida Therapeutics  Inc.,생명과학 및 메디컬 리서치,562020
BPFH,Boston Private Financial Holdings Inc,은행,551010
RADI,Radius Global Infrastructure Inc Class A,부동산 운영 관리,601010
YORW,York Water Co,수도 유틸리티,591030
MIRM,Mirum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LBAI,Lakeland Bancorp Inc,은행,551010
LCY,Landcadia Holdings III Inc Class A,기타 금융업,556010
FBMS,First Bancshares Inc (Mississippi),은행,551010
SVA,Sinovac Biotech Ltd,제약,562010
BMTC,Bryn Mawr Bank Corp,은행,551010
ANAB,AnaptysBio Inc,생명과학 및 메디컬 리서치,562020
HONE,HarborOne Bancorp Inc,은행,551010
ETACU,E.Merge Technology Acquisition Corp,기타 금융업,556010
NFBK,Northfield Bancorp Inc,은행,551010
ADAP,Adaptimmune Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
VSPR,Vesper Healthcare Acquisition Corp Class A,기타 금융업,556010
TWCTU,TWC Tech Holdings II Corp,기타 금융업,556010
GOOD,Gladstone Commercial Corp,주택 및 상업용 리츠,601020
CMBM,Cambium Networks Corp,커뮤니케이션 및 네트워킹,571020
BOMN,Boston Omaha Corp Class A,미디어 및 출판,533020
RUBY,Rubius Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BPYU,Brookfield Property REIT Inc Class A,주택 및 상업용 리츠,601020
CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
ORGO,Organogenesis Holdings Inc Class A,제약,562010
CHSCO,CHS Inc PRF,식품 및 담배,541020
VRAY,ViewRay Inc,헬스케어 장비 및 용품,561010
HBANO,Huntington Bancshares Inc ADR,은행,551010
TRST,TrustCo Bank Corp N Y,은행,551010
QCRH,QCR Holdings Inc,은행,551010
CGBD,TCG BDC Inc,은행,551010
EGRX,Eagle Pharmaceuticals Inc,제약,562010
CDMO,Avid Bioservices Inc,제약,562010
BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
CHSCL,CHS Inc PRF,식품 및 담배,541020
GHIV,Gores Holdings IV Inc Class A,기타 금융업,556010
ZIOP,ZIOPHARM Oncology Inc,생명과학 및 메디컬 리서치,562020
FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
UFCS,United Fire Group Inc,보험,553010
PETS,Petmed Express Inc,식품 및 약품소매,543010
LE,Lands End Inc,전문품 상점,534030
APRE,Aprea Therapeutics Inc,생명과학 및 메디컬 리서치,562020
GDYN,Grid Dynamics Holdings Inc Class A,소프트웨어 및 IT서비스,572010
LOVE,Lovesac Co,가정용품,532040
TLMD,Soc Telemed Inc Class A,헬스케어 업체 및 서비스,561020
AVID,Avid Technology Inc,소프트웨어 및 IT서비스,572010
USCR,US Concrete Inc,건축 자재,512020
AFMD,Affimed NV,생명과학 및 메디컬 리서치,562020
MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
CBTX,CBTX Inc,은행,551010
AEGN,Aegion Corp Class A,건설 및 엔지니어링,522010
ULH,Universal Logistics Holdings Inc,화물 및 물류 서비스,524050
CASA,Casa Systems Inc,커뮤니케이션 및 네트워킹,571020
OSW,OneSpaWorld Holdings Ltd,호텔 및 엔터테인먼트,533010
CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
WPRT,Westport Fuel Systems Inc,자동차 및 자동차 부품,531010
ONCR,Oncorus Inc,생명과학 및 메디컬 리서치,562020
UVSP,Univest Financial Corp,은행,551010
RUTH,Ruth's Hospitality Group Inc,호텔 및 엔터테인먼트,533010
CMLF,CM Life Sciences Inc Class A,기타 금융업,556010
APXTU,Apex Technology Acquisition Corp Unit,기타 금융업,556010
ATRS,Antares Pharma Inc,헬스케어 장비 및 용품,561010
KDNY,Chinook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
AERI,Aerie Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
RAPT,Rapt Therapeutics Inc,생명과학 및 메디컬 리서치,562020
LILA,Liberty Latin America Ltd Class A,통신 서비스,574010
RLMD,Relmada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
THCB,Tuscan Holdings Corp,기타 금융업,556010
CHW,Calamos Global Dynamic Income Fund,다양한 금융서비스,555010
HAACU,Health Assurance Acquisition Corp,기타 금융업,556010
FMBH,First Mid Bancshares Inc,은행,551010
CFIIU,CF Finance Acquisition Corp II,기타 금융업,556010
HWKN,Hawkins Inc,화학,511010
DGII,Digi International Inc,커뮤니케이션 및 네트워킹,571020
NSSC,NAPCO Security Technologies Inc,커뮤니케이션 및 네트워킹,571020
ANGO,AngioDynamics Inc,헬스케어 장비 및 용품,561010
ALTA,Altabancorp,은행,551010
YI,111 Inc ADR,소프트웨어 및 IT서비스,572010
FLXN,Flexion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
OYST,Oyster Point Pharma Inc,생명과학 및 메디컬 리서치,562020
MGTX,MeiraGTx Holdings PLC,생명과학 및 메디컬 리서치,562020
CHSCM,CHS Inc PRF,식품 및 담배,541020
GRSVU,Gores Holdings V Inc,기타 금융업,556010
RIGL,Rigel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ANIK,Anika Therapeutics Inc,제약,562010
TILE,Interface Inc,가정용품,532040
AVRO,AVROBIO Inc,생명과학 및 메디컬 리서치,562020
XBIT,XBiotech Inc,생명과학 및 메디컬 리서치,562020
AMSWA,American Software Inc Class A,소프트웨어 및 IT서비스,572010
CAC,Camden National Corp,은행,551010
HSII,Heidrick & Struggles International Inc,전문 및 상업 서비스,522030
BFC,Bank First Corp,은행,551010
AMSC,American Superconductor Corp,"건설장비 및 대형차, 기차, 배",521020
LBC,Luther Burbank Corp,은행,551010
SIGA,SIGA Technologies Inc,제약,562010
GERN,Geron Corp,생명과학 및 메디컬 리서치,562020
BBSI,Barrett Business Services Inc,전문 및 상업 서비스,522030
QELL,Qell Acquisition Corp. Class A,기타 금융업,556010
LQDT,Liquidity Services Inc,소프트웨어 및 IT서비스,572010
SOLO,Electrameccanica Vehicles Corp,자동차 및 자동차 부품,531010
THCBU,Tuscan Holdings Corp Unit,기타 금융업,556010
TRMD,Torm PLC Class A,오일 및 가스 장비 및 서비스,501030
HTBK,Heritage Commerce Corp,은행,551010
SPWH,Sportsmans Warehouse Holdings Inc,전문품 상점,534030
ETNB,89Bio Inc,생명과학 및 메디컬 리서치,562020
SRDX,Surmodics Inc,헬스케어 장비 및 용품,561010
SLN,Silence Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
ARDX,Ardelyx Inc,생명과학 및 메디컬 리서치,562020
EBON,Ebang International Holdings Inc Class A,"컴퓨터, 전화 및 가전제품",571060
INZY,Inozyme Pharma Inc,생명과학 및 메디컬 리서치,562020
BMRC,Bank of Marin Bancorp,은행,551010
AGNCP,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
THFF,First Financial Corp,은행,551010
SWIR,Sierra Wireless Inc,커뮤니케이션 및 네트워킹,571020
CFB,Crossfirst Bankshares Inc,은행,551010
LCYAU,Landcadia Holdings III Inc,기타 금융업,556010
OXLC,Oxford Lane Capital Corp,다양한 금융서비스,555010
FNKO,Funko Inc Class A,레저 상품,532050
PEBO,Peoples Bancorp Inc,은행,551010
DCOM,Dime Community Bancshares Inc,은행,551010
FUSN,Fusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
APLT,Applied Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MAAC,Montes Archimedes Acquisition Corp Class A,기타 금융업,556010
GDEN,Golden Entertainment Inc,호텔 및 엔터테인먼트,533010
BHFAN,Brighthouse Financial Inc ADR,보험,553010
FITBI,Fifth Third Bancorp ADR,은행,551010
GPRE,Green Plains Inc,재생에너지,502010
ATEX,Anterix Inc,통신 서비스,574010
HEC,Hudson Executive Investment Corp Class A,기타 금융업,556010
OPT,Opthea Ltd ADR,생명과학 및 메디컬 리서치,562020
SCVL,Shoe Carnival Inc,전문품 상점,534030
NLTX,Neoleukin Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MRUS,Merus NV,생명과학 및 메디컬 리서치,562020
UROV,Urovant Sciences Ltd,생명과학 및 메디컬 리서치,562020
SVAC,Starboard Value Acquisition Corp Class A,기타 금융업,556010
LLNW,Limelight Networks Inc,소프트웨어 및 IT서비스,572010
GMDA,Gamida Cell Ltd,생명과학 및 메디컬 리서치,562020
CATC,Cambridge Bancorp,은행,551010
YJ,Yunji Inc ADR,소프트웨어 및 IT서비스,572010
GHIVU,Gores Holdings IV Inc Unit,기타 금융업,556010
BOWXU,BowX Acquisition Corp,기타 금융업,556010
OPRT,Oportun Financial Corp,은행,551010
CHUY,Chuy's Holdings Inc,호텔 및 엔터테인먼트,533010
CDEV,Centennial Resource Development Inc Class A,오일 및 가스,501020
DVAX,Dynavax Technologies Corp,생명과학 및 메디컬 리서치,562020
ABST,Absolute Software Corp,소프트웨어 및 IT서비스,572010
TSC,TriState Capital Holdings Inc,은행,551010
NGMS,Neogames SARL,소프트웨어 및 IT서비스,572010
CMLFU,CM Life Sciences Inc,기타 금융업,556010
SPRB,Spruce Biosciences Inc,생명과학 및 메디컬 리서치,562020
ORBC,ORBCOMM Inc,통신 서비스,574010
HGEN,Humanigen Inc,제약,562010
CENT,Central Garden & Pet Co,식품 및 담배,541020
AWH,Aspira Women's Health Inc,생명과학 및 메디컬 리서치,562020
APEI,American Public Education Inc,교육서비스,631010
HCCI,Heritage-Crystal Clean Inc,전문 및 상업 서비스,522030
CBAY,Cymabay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MRNS,Marinus Pharmaceuticals Inc,제약,562010
TA,Travelcenters of America Inc,오일 및 가스,501020
BDGE,Bridge Bancorp Inc,은행,551010
HYAC,Haymaker Acquisition Corp II Class A,기타 금융업,556010
HIFS,Hingham Institution For Savings,은행,551010
UK,Ucommune International Ltd Class A,부동산 운영 관리,601010
AMOT,Allied Motion Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
IDYA,IDEAYA Biosciences Inc,생명과학 및 메디컬 리서치,562020
AROW,Arrow Financial Corp,은행,551010
RIOT,Riot Blockchain Inc,핀테크,573010
BCEL,Atreca Inc Class A,생명과학 및 메디컬 리서치,562020
OMP,Oasis Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
FLDM,Fluidigm Corp,헬스케어 장비 및 용품,561010
IVA,Inventiva SA ADR,생명과학 및 메디컬 리서치,562020
CHSCN,CHS Inc PRF,식품 및 담배,541020
SABRP,Sabre Corp Convertible Preference Shares Series A,소프트웨어 및 IT서비스,572010
AMYT,Amryt Pharma Holdings Ltd ADR,제약,562010
SYRS,Syros Pharmaceuticals Inc,제약,562010
SMMC,South Mountain Merger Corp Class A,기타 금융업,556010
LORL,Loral Space & Communications Inc,커뮤니케이션 및 네트워킹,571020
ACGLP,Arch Capital Group Ltd ADR,보험,553010
FBRX,Forte Biosciences Inc,생명과학 및 메디컬 리서치,562020
ZYXI,Zynex Inc,헬스케어 장비 및 용품,561010
BHFAP,Brighthouse Financial Inc ADR,보험,553010
NGAC,Nextgen Acquisition Corp Class A,기타 금융업,556010
DHIL,Diamond Hill Investment Group Inc Class A,투자은행 및 서비스,551020
SPRO,Spero Therapeutics Inc,생명과학 및 메디컬 리서치,562020
IIIN,Insteel Industries Inc,건축 자재,512020
RUSHB,Rush Enterprises Inc Class B,전문품 상점,534030
AMTB,Amerant Bancorp Inc Class A,은행,551010
QELLU,Qell Acquisition Corp.,기타 금융업,556010
CRNX,Crinetics Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LAWS,Lawson Products Inc,"건설장비 및 대형차, 기차, 배",521020
TELL,Tellurian Inc,오일 및 가스,501020
MPAA,Motorcar Parts of America Inc,자동차 및 자동차 부품,531010
IDEX,Ideanomics Inc,핀테크,573010
CLAR,Clarus Corp,레저 상품,532050
WLDN,Willdan Group Inc,전문 및 상업 서비스,522030
ESGRP,Enstar Group Ltd ADR,보험,553010
PRTA,Prothena Corporation PLC,생명과학 및 메디컬 리서치,562020
RCEL,Avita Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FUV,Arcimoto Inc,자동차 및 자동차 부품,531010
AUTL,Autolus Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
STRL,Sterling Construction Company Inc,건설 및 엔지니어링,522010
FFIC,Flushing Financial Corp,은행,551010
WSBF,Waterstone Financial Inc,은행,551010
SPNE,SeaSpine Holdings Corp,헬스케어 장비 및 용품,561010
GAN,Gan Ltd,소프트웨어 및 IT서비스,572010
TRUE,TrueCar Inc,소프트웨어 및 IT서비스,572010
SSPK,Silver Spike Acquisition Corp Class A,기타 금융업,556010
PAND,Pandion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BNFT,Benefitfocus Inc,소프트웨어 및 IT서비스,572010
FIXX,Homology Medicines Inc,생명과학 및 메디컬 리서치,562020
VKTX,Viking Therapeutics Inc,생명과학 및 메디컬 리서치,562020
THBR,Thunder Bridge Acquisition II Ltd Class A,기타 금융업,556010
TPCO,Tribune Publishing Co,미디어 및 출판,533020
NTRSO,Northern Trust Corp ADR,투자은행 및 서비스,551020
BDSI,BioDelivery Sciences International Inc,제약,562010
BLBD,Blue Bird Corp,"건설장비 및 대형차, 기차, 배",521020
FCAC,Falcon Capital Acquisition Corp Class A,기타 금융업,556010
KBAL,Kimball International Inc Class B,전문 및 상업 서비스,522030
HMTV,Hemisphere Media Group Inc Class A,미디어 및 출판,533020
CTRN,Citi Trends Inc,전문품 상점,534030
ALRS,Alerus Financial Corp,은행,551010
WVE,WAVE Life Sciences Ltd,생명과학 및 메디컬 리서치,562020
RNLX,Renalytix AI PLC ADR,소프트웨어 및 IT서비스,572010
OPRX,OPTIMIZERx Corp,소프트웨어 및 IT서비스,572010
MGI,MoneyGram International Inc,전문 및 상업 서비스,522030
BTAQ,Burgundy Technology Acquisition Corp Class A,기타 금융업,556010
HFFG,Hf Foods Group Inc,식품 및 약품소매,543010
CCBG,Capital City Bank Group Inc,은행,551010
PEIX,Pacific Ethanol Inc,재생에너지,502010
HECCU,Hudson Executive Investment Corp Unit,기타 금융업,556010
PLSE,Pulse Biosciences Inc,헬스케어 장비 및 용품,561010
MTEM,Molecular Templates Inc,생명과학 및 메디컬 리서치,562020
FLIC,First of Long Island Corp,은행,551010
MCFT,Mastercraft Boat Holdings Inc,레저 상품,532050
KALA,Kala Pharmaceuticals Inc,제약,562010
PRTH,Priority Technology Holdings Inc,핀테크,573010
TMDX,Transmedics Group Inc,헬스케어 장비 및 용품,561010
ITRN,Ituran Location and Control Ltd,커뮤니케이션 및 네트워킹,571020
TITN,Titan Machinery Inc,"건설장비 및 대형차, 기차, 배",521020
PGC,Peapack-Gladstone Financial Corp,은행,551010
FRPH,FRP Holdings Inc,부동산 운영 관리,601010
AKBA,Akebia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HCKT,Hackett Group Inc,전문 및 상업 서비스,522030
PBYI,Puma Biotechnology Inc,생명과학 및 메디컬 리서치,562020
MBWM,Mercantile Bank Corp,은행,551010
CNSL,Consolidated Communications Holdings Inc,통신 서비스,574010
ERES,East Resources Acquisition Co Class A,기타 금융업,556010
CMTL,Comtech Telecommunications Corp,커뮤니케이션 및 네트워킹,571020
CLVS,Clovis Oncology Inc,생명과학 및 메디컬 리서치,562020
BYSI,Beyondspring Inc,생명과학 및 메디컬 리서치,562020
IPHA,Innate Pharma SA ADR,생명과학 및 메디컬 리서치,562020
GRIF,Griffin Industrial Realty Inc,전문품 상점,534030
SVACU,Starboard Value Acquisition Corp,기타 금융업,556010
ONEW,OneWater Marine Inc Class A,레저 상품,532050
VSEC,VSE Corp,우주항공 및 국방,521010
ZIXI,Zix Corp,소프트웨어 및 IT서비스,572010
GNUS,Genius Brands International Inc,미디어 및 출판,533020
CCAP,Crescent Capital BDC Inc,다양한 금융서비스,555010
CRAI,CRA International Inc,전문 및 상업 서비스,522030
HBT,HBT Financial Inc,은행,551010
AMAL,Amalgamated Bank Class A,은행,551010
RGP,Resources Connection Inc,전문 및 상업 서비스,522030
ORTX,Orchard Therapeutics PLC ADR,제약,562010
VERU,Veru Inc,"개인, 가정 용품 및 서비스",542010
HOFT,Hooker Furniture Corp,가정용품,532040
MAACU,Montes Archimedes Acquisition Corp,기타 금융업,556010
XENE,Xenon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
BDSX,Biodesix  Inc.,헬스케어 업체 및 서비스,561020
CSTE,Caesarstone Ltd,주택건설,532030
VRNA,Verona Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
OXFD,Oxford Immunotec Global PLC,헬스케어 장비 및 용품,561010
PKOH,Park Ohio Holdings Corp,"건설장비 및 대형차, 기차, 배",521020
HYMC,Hycroft Mining Holding Corporation Class A,메탈&마이닝,512010
LOOP,Loop Industries Inc,화학,511010
URGN,Urogen Pharma Ltd,생명과학 및 메디컬 리서치,562020
SMMCU,South Mountain Merger Corp Unit,기타 금융업,556010
LSXMB,Liberty Media Corp Series B,미디어 및 출판,533020
AXDX,Accelerate Diagnostics Inc,헬스케어 장비 및 용품,561010
DMLP,Dorchester Minerals LP Unit,오일 및 가스,501020
DXPE,DXP Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
HMHC,Houghton Mifflin Harcourt Co,전문 및 상업 서비스,522030
PFLT,PennantPark Floating Rate Capital Ltd,다양한 금융서비스,555010
DRRX,DURECT Corp,생명과학 및 메디컬 리서치,562020
VSTM,Verastem Inc,생명과학 및 메디컬 리서치,562020
BFST,Business First Bancshares Inc,은행,551010
CBAT,CBAK Energy Technology Inc,"건설장비 및 대형차, 기차, 배",521020
MOFG,Midwestone Financial Group Inc (IOWA),은행,551010
ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
GXGX,GX Acquisition Corp Class A,기타 금융업,556010
CUE,Cue Biopharma Inc,생명과학 및 메디컬 리서치,562020
BCYC,Bicycle Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
DSKE,Daseke Inc,화물 및 물류 서비스,524050
SSPKU,Silver Spike Acquisition Corp Unit,기타 금융업,556010
DJCO,Daily Journal Corp,미디어 및 출판,533020
INAQ,Insu Acquisition Corp II Class A,기타 금융업,556010
MSBI,Midland States Bancorp Inc,은행,551010
XOMA,XOMA Corp,생명과학 및 메디컬 리서치,562020
HYACU,Haymaker Acquisition Corp II Unit,기타 금융업,556010
GRAY,Graybug Vision Inc,생명과학 및 메디컬 리서치,562020
CPSI,Computer Programs and Systems Inc,헬스케어 장비 및 용품,561010
SMMT,Summit Therapeutics Inc,생명과학 및 메디컬 리서치,562020
NEWT,Newtek Business Services Corp,은행,551010
AVDL,Avadel Pharmaceuticals PLC ADR,제약,562010
